network,state,site_name,description,start,end,latitude,longitude,elev,county,site_id
SNTL,ID,couch summit ,Lower Little Smoky Creek (170501130204),2021-10-01,2023-05-07,43.52,-114.8,2073,Camas,1306
SNTL,MT,chicago ridge ,Rock Creek (170102131301),2022-08-01,2023-05-07,48.06,-115.7,1768,Sanders,1312
SNTL,MT,stryker basin ,West Fork Swift Creek (170102100501),2022-09-01,2022-09-01,48.68,-114.66,1876,Flathead,1311
SNTL,NV,lamoille upper ,Thomas Creek-Lamoille Creek (160401010607),2022-08-01,2023-05-07,40.6,-115.38,2741,Elko,1310
SNTL,OR,fifteenmile ,Dog River (170701050503),2022-09-01,2023-05-07,45.35,-121.53,1820,Hood River,1314
SNTL,UT,atwater ,Headwaters Little Cottonwood Canyon (160202040202),2022-08-01,2023-05-07,40.59,-111.64,2668,Salt Lake,1308
SNTL,UT,rockwood gs ,Outlet Clear Creek (160300030105),2022-09-01,2023-05-07,38.67,-112.33,2619,Sevier,1309
SNTL,AK,creamers field ,Chena River (190803060907),2021-08-01,2023-05-07,64.87,-147.74,134,Fairbanks North Star,1302
SNTL,AK,dahl creek ,Dahl Creek (190503021508),2021-09-01,2023-05-07,66.95,-156.9,79,Northwest Arctic,1303
SNTL,AK,paradise hill ,190803010807-Black Hills (190803010807),2021-07-01,2023-05-07,62.83,-141.41,613,Southeast Fairbanks,1301
SNTL,ID,fish ck ,Upper Fish Creek (170402210401),2021-09-01,2023-05-07,43.56,-113.72,1929,Blaine,1305
SNTL,ID,pebble creek ,Pebble Creek (170402080206),2021-06-01,2023-05-07,42.77,-112.11,1985,Caribou,1299
SNTL,NM,taos pueblo ,La Junta Creek-Rio Pueblo de Taos (130201010602),2021-09-01,2023-05-07,36.54,-105.36,3359,Colfax,1307
SNTL,UT,gold basin ,Upper Pack Creek (140300050401),2021-09-01,2023-05-07,38.47,-109.26,3071,San Juan,1304
SNTL,UT,powder mountain ,Davenport Creek (160102030102),2021-07-01,2023-05-07,41.37,-111.77,2592,Cache,1300
SNTL,AK,chena lakes ,190803060901 (190803060901),2020-08-01,2023-05-07,64.76,-147.22,152,Fairbanks North Star,1260
SNTL,UT,wolf creek peak ,Mill Hollow-South Fork Provo River (160202030104),2020-08-01,2023-05-07,40.48,-111.04,2986,Wasatch,1164
SNTL,WA,mt. tebo ,Upper South Fork Skokomish River (171100170101),2020-07-01,2023-05-07,47.46,-123.41,1031,Mason,1126
SNTL,AK,frostbite bottom ,Fishhook Creek-Little Susitna River (190205051202),2019-02-01,2023-05-07,61.75,-149.27,823,Matanuska-susitna,641
SNTL,AK,mcgrath ,Town of McGrath-Kuskokwim River (190304050502),2019-08-01,2023-05-07,62.95,-155.61,104,Yukon-koyukuk,785
SNTL,UT,parleys upper ,Parleys Creek (160202040302),2019-08-01,2023-05-07,40.7,-111.61,2546,Salt Lake,856
SNTL,AK,east palmer ,Outlet Matanuska River (190204020709),2018-07-01,2023-05-07,61.6,-149.1,70,Matanuska-susitna,953
SNTL,AK,galena ak ,Louden Slough-Yukon River (190902051104),2018-08-01,2023-05-07,64.7,-156.71,125,Yukon-koyukuk,429
SNTL,AK,gulkana river ,Boulder Lake-Gulkana River (190201020604),2018-06-01,2023-05-07,62.41,-145.38,558,Valdez-cordova,2222
SNTL,AK,spring creek ,Outlet Matanuska River (190204020709),2018-06-01,2023-05-07,61.66,-149.13,177,Matanuska-susitna,2044
SNTL,MT,jl meadow ,Dad Creek-Medicine Lodge Creek (100200011202),2017-10-01,2023-05-07,44.78,-113.12,2682,Beaverhead,1287
SNTL,NV,oneil creek ,Pole Creek (170402130106),2018-06-01,2023-05-07,41.86,-115.08,1987,Elko,1272
SNTL,AK,flower mountain ,Porcupine Creek (190103031206),2017-08-01,2023-05-07,59.4,-136.28,765,Haines,1285
SNTL,CA,fredonyer peak ,Lower Dry Lake-Frontal Eagle Lake (180800030304),2016-10-01,2023-05-07,40.69,-120.61,2197,Lassen,1277
SNTL,MT,slagamelt lakes ,Big Swamp Creek (100200040308),2017-09-01,2023-05-07,45.37,-113.72,2627,Beaverhead,1286
SNTL,UT,bobs hollow ,North Fork Chalk Creek (160300051401),2016-10-01,2023-05-07,38.95,-112.15,2840,Millard,1278
SNTL,UT,santaquin meadows ,Summit Creek (160202010301),2016-10-01,2023-05-07,39.92,-111.72,2388,Utah,1280
SNTL,AK,heen latinee ,Davies Creek (190103010401),2015-10-01,2023-05-07,58.7,-134.86,629,Juneau,1270
SNTL,AK,jack wade jct ,Kal Creek (190705022204),2015-10-01,2023-05-07,64.15,-141.33,1093,Southeast Fairbanks,1275
SNTL,CO,elkhead divide ,Headwaters Elkhead Creek (140500010601),2016-09-01,2023-05-07,40.8,-107.1,2682,Routt,1252
SNTL,NM,garita peak ,Headwaters San Antonio Creek (130202020201),2016-09-01,2023-05-07,36,-106.55,3083,Rio Arriba,1173
SNTL,UT,mt pennell ,State Creek (140700010502),2015-10-01,2023-05-07,37.98,-110.79,2807,Garfield,1269
SNTL,AK,lower kachemak creek ,Bradley Lake (190203011101),2015-06-01,2023-05-07,59.74,-150.69,584,Kenai Peninsula,1265
SNTL,AZ,hawley lake ,Trout Creek (150601020106),2015-09-01,2023-05-07,33.97,-109.77,2534,Apache,1271
SNTL,NV,fry canyon ,Headwaters North Fork Humboldt River (160401020101),2014-10-01,2023-05-07,41.58,-115.94,2072,Elko,1262
SNTL,UT,lonesome beaver ,Headwaters North Wash (140700010301),2014-10-01,2023-05-07,38.07,-110.77,2868,Garfield,1261
SNTL,UT,panguitch lake rs ,Ipson Creek (160300010402),2014-10-01,2023-05-07,37.7,-112.65,2545,Garfield,1148
SNTL,WA,pinto rock ,Iron Creek (170800040405),2014-10-01,2023-05-07,46.32,-121.94,1353,Skamania,1263
SNTL,WA,skate creek ,Silver Creek (170800040505),2014-10-01,2023-05-07,46.64,-121.83,1149,Lewis,1257
SNTL,AK,alexander lake ,Headwaters Alexander Creek (190205051106),2014-08-01,2023-05-07,61.75,-150.89,49,Matanuska-susitna,1267
SNTL,AK,fielding lake ,Fielding Lake (190803040302),2014-08-01,2023-05-07,63.2,-145.63,914,Valdez-cordova,1268
SNTL,AK,hozatka lake ,Hozatka Lake (190901091201),2014-08-01,2023-05-07,65.2,-156.63,63,Yukon-koyukuk,2210
SNTL,AK,telaquana lake ,Upper Telaquana River (190304052303),2014-07-01,2023-05-07,60.98,-153.92,389,Bethel,1266
SNTL,CA,state line ,Weed Valley-North Fork Willow Creek (180102040201),2014-06-01,2023-05-07,41.99,-120.72,1731,Modoc,1258
SNTL,CO,sawtooth ,Middle Saint Vrain Creek (101900050102),2014-09-01,2023-05-07,40.14,-105.58,2949,Boulder,1251
SNTL,NV,dry creek ,Upper Secret Creek (160401010601),2013-10-01,2023-05-07,40.86,-115.22,1998,Elko,1243
SNTL,NV,little valley ,Franktown Creek-Frontal Washoe Lake (160501020301),2013-10-01,2023-05-07,39.25,-119.88,1979,Washoe,1242
SNTL,NV,pole canyon ,Woods Creek-Franklin River (160600071101),2013-10-01,2023-05-07,40.86,-115.12,2365,Elko,1244
SNTL,UT,corral ,Grassy Trail Reservoir-Grassy Trail Creek (140600070903),2013-10-01,2023-05-07,39.66,-110.38,2501,Carbon,1236
SNTL,UT,sunflower flat ,Oak Creek (140700030406),2013-10-01,2023-05-07,38.05,-111.34,3053,Garfield,1249
SNTL,UT,suu ranch ,Crow Creek-Coal Creek (160300060306),2013-10-01,2023-05-07,37.6,-112.93,2454,Iron,1248
SNTL,UT,takka wiiya ,Fifteenmile Creek (160203060804),2013-10-01,2023-05-07,39.74,-113.98,2780,Juab,1247
SNTL,WA,muckamuck ,West Fork Salmon Creek (170200062001),2014-06-01,2023-05-07,48.59,-119.87,1362,Okanogan,1259
SNTL,NM,rio santa barbara ,Outlet Rio Santa Barbara (130201010905),2013-09-01,2023-05-07,36.07,-105.63,3250,Taos,1254
SNTL,UT,bevans cabin ,Settlement Canyon (160203040401),2012-10-01,2023-05-07,40.46,-112.25,1987,Tooele,1214
SNTL,UT,buckboard flat ,North Creek-Montezuma Creek (140802030103),2012-10-01,2023-05-07,37.87,-109.45,2720,San Juan,1153
SNTL,UT,gbrc hq ,Ephraim Creek (160300040307),2012-10-01,2023-05-07,39.32,-111.49,2683,Sanpete,1221
SNTL,UT,gbrc meadows ,Ephraim Creek (160300040307),2012-10-01,2023-05-07,39.3,-111.45,3005,Sanpete,1222
SNTL,UT,hobble creek ,Upper Diamond Fork (160202020304),2012-10-01,2023-05-07,40.19,-111.36,2249,Utah,1223
SNTL,UT,huntington horse ,Gooseberry Creek (140600070201),2012-10-01,2023-05-07,39.62,-111.31,2942,Sanpete,1216
SNTL,UT,lasal mountain-lower ,Horse Creek-Mill Creek (140300050404),2012-10-01,2023-05-07,38.48,-109.29,2677,San Juan,1215
SNTL,UT,mt baldy ,Headwaters Twelvemile Creek (160300040402),2012-10-01,2023-05-07,39.14,-111.51,2903,Sanpete,1224
SNTL,UT,redden mine lwr ,Thorn Creek-Beaver Creek (160201010103),2012-10-01,2023-05-07,40.68,-111.22,2601,Summit,1225
SNTL,UT,rees flat ,Quaking Aspen Creek-Chicken Creek (160300050202),2012-10-01,2023-05-07,39.5,-111.73,2196,Juab,1217
SNTL,UT,thistle flat ,Manti Canyon (160300040501),2012-10-01,2023-05-07,39.24,-111.52,2678,Sanpete,1226
SNTL,UT,upper joes valley ,Indian Creek (140600090201),2012-10-01,2023-05-07,39.42,-111.25,2620,Emery,1227
SNTL,UT,wrigley creek ,Millsite Reservoir-Ferron Creek (140600090303),2012-10-01,2023-05-07,39.13,-111.36,2843,Sanpete,1228
SNTL,UT,yankee reservoir ,Center Creek-Parowan Creek (160300060202),2012-10-01,2023-05-07,37.75,-112.77,2649,Iron,1197
SNTL,AK,mcneil river sgs ,Mikfik Creek-Frontal Kamishak Bay (190206021207),2012-06-01,2023-05-07,59.08,-154.28,43,Kenai Peninsula,1191
SNTL,AZ,bar m ,Bar M Canyon (150602020601),2012-09-01,2023-05-07,34.86,-111.6,1950,Coconino,1212
SNTL,MT,bassoo peak ,Mill Creek (170102120105),2011-10-01,2023-05-07,47.86,-114.76,1570,Sanders,1190
SNTL,NV,bird creek ,Timber Creek-Duck Creek (160600081304),2011-10-01,2023-05-07,39.46,-114.65,2297,White Pine,1155
SNTL,NV,cave mountain ,Bastian Creek (160600080402),2011-10-01,2023-05-07,39.16,-114.61,3224,White Pine,1152
SNTL,NV,columbia basin ,Columbia Creek (170501050503),2011-12-01,2023-05-07,41.67,-116.07,1976,Elko,1204
SNTL,NV,corduroy flat ,Black Canyon Wash (160600121206),2011-12-01,2023-05-07,39,-115.42,2633,White Pine,1209
SNTL,NV,defiance mines ,Cooper Wash-Willow Creek (160600081002),2011-12-01,2023-05-07,39.09,-114.9,2835,White Pine,1210
SNTL,NV,golconda ,Pole Creek (160401080102),2011-10-01,2023-05-07,40.88,-117.59,2017,Humboldt,1195
SNTL,NV,jakes creek ,Upper Jakes Creek (170402130308),2011-12-01,2023-05-07,41.57,-115.03,2249,Elko,1211
SNTL,NV,kalamazoo ,Lower Spring Valley Creek (160600080700),2011-10-01,2023-05-07,39.56,-114.63,2370,White Pine,1150
SNTL,NV,merritt mountain ,Merritt Creek-Sheep Creek (170501020601),2011-12-01,2023-05-07,41.89,-115.86,2108,Elko,1207
SNTL,NV,midas ,Frazer Creek (160401060402),2011-12-01,2023-05-07,41.27,-116.8,2021,Elko,1206
SNTL,NV,silver creek nv ,Headwaters Silver Creek (160203010806),2011-12-01,2023-05-07,39.23,-114.24,2499,White Pine,1205
SNTL,NV,snowstorm mtn ,First Creek-South Fork Little Humboldt River (160401090203),2011-12-01,2023-05-07,41.34,-116.98,2256,Elko,1208
SNTL,NV,stag mountain ,Stag Creek (170501020101),2011-12-01,2023-05-07,41.41,-115.45,2329,Elko,1203
SNTL,NV,summit lk ,Summit Lake (160402021301),2011-10-01,2023-05-07,41.49,-119,2321,Humboldt,1194
SNTL,NV,tent mtn lower ,Starr Creek (160401010704),2011-12-01,2023-05-07,40.98,-115.17,2164,Elko,1202
SNTL,NV,vacarro springs ,Torre Creek-Slough Creek-Frontal Diamond Valley (160600051503),2011-10-01,2023-05-07,39.45,-115.98,2405,Eureka,1137
SNTL,NV,white river nv ,Saddle Spring-White River (150100110302),2011-12-01,2023-05-07,38.95,-115.38,2245,White Pine,1213
SNTL,OR,howard prairie ,Upper Jenny Creek (180102060401),2012-09-01,2023-05-07,42.22,-122.37,1396,Jackson,1158
SNTL,OR,smith ridge ,Smith River (170900040203),2011-10-01,2023-05-07,44.3,-122.04,997,Linn,1167
SNTL,UT,brian head ,Dry Lakes Creek (160300060201),2011-10-01,2023-05-07,37.68,-112.86,3060,Iron,1154
SNTL,UT,buck pasture ,Upper Cottonwood Creek (140401070301),2011-11-01,2023-05-07,40.84,-110.66,2936,Summit,1192
SNTL,UT,gooseberry rs up ,Gooseberry Creek (160300030405),2011-10-01,2023-05-07,38.79,-111.69,2559,Sevier,1184
SNTL,WA,satus pass ,Headwaters Little Klickitat River (170701060301),2012-08-01,2023-05-07,45.99,-120.68,1207,Klickitat,1231
SNTL,WY,med bow ,Spring Creek (101800040302),2012-08-01,2023-05-07,41.38,-106.35,3204,Carbon,1196
SNTL,AK,american creek ,American Creek (190705050504),2011-08-01,2023-05-07,64.79,-141.23,320,Southeast Fairbanks,1189
SNTL,AK,exit glacier ,Oulet Resurrection River (190202020508),2011-07-01,2023-05-07,60.19,-149.62,122,Kenai Peninsula,1092
SNTL,CO,black mesa ,Fish Creek (140300020103),2011-07-01,2023-05-07,37.79,-108.18,3525,Dolores,1185
SNTL,CO,black mountain ,Upper Dale Creek (101900070501),2010-10-01,2023-05-07,40.89,-105.66,2737,Larimer,1161
SNTL,CO,fool creek ,Saint Louis Creek (140100010203),2011-07-01,2023-05-07,39.87,-105.87,3400,Grand,1186
SNTL,CO,high lonesome ,Meadows Creek-Ranch Creek (140100010205),2011-07-01,2023-05-07,40.04,-105.75,3242,Grand,1187
SNTL,CO,wager gulch ,Lake Sanc Cristobal-Lake Fork (140200020602),2011-07-01,2023-05-07,37.88,-107.36,3393,Hinsdale,1188
SNTL,CO,weminuche creek ,Sand Creek (140801020203),2010-10-01,2023-05-07,37.52,-107.32,3276,Hinsdale,1160
SNTL,NM,san antonio sink ,Canada Tio Grande-Rio San Antonio (130100050301),2011-07-01,2023-05-07,36.86,-106.23,2787,Rio Arriba,1172
SNTL,NV,wheeler peak ,Lehman Creek (160203010801),2010-10-01,2023-05-07,39.01,-114.31,3066,White Pine,1147
SNTL,OR,bear grass ,Smith River (170900040203),2011-07-01,2023-05-07,44.33,-122.09,1439,Linn,1166
SNTL,UT,bear river rs ,Cottonwood Creek-Mill Creek (160101010106),2010-10-01,2023-05-07,40.89,-110.83,2675,Summit,992
SNTL,UT,box springs ,Box Creek (160300020107),2010-10-01,2023-05-07,38.5,-112.01,2813,Piute,1156
SNTL,UT,ef blacks fork gs ,Sage Creek (140401070302),2010-10-01,2023-05-07,40.88,-110.54,2853,Summit,1163
SNTL,UT,fish lake utah ,Deadman Hollow (140700030108),2010-10-01,2023-05-07,38.5,-111.77,2682,Sevier,1149
SNTL,UT,george creek ,George Creek (170402100401),2010-10-01,2023-05-07,41.92,-113.41,2732,Box Elder,1151
SNTL,UT,kilfoil creek ,Upper Lost Creek (160201010603),2010-10-01,2023-05-07,41.25,-111.41,2201,Morgan,1145
SNTL,UT,lost creek resv ,Upper Lost Creek (160201010603),2010-10-01,2023-05-07,41.22,-111.36,1854,Morgan,1118
SNTL,UT,oak creek ,Oak Creek Sinks (160300051505),2010-10-01,2023-05-07,39.35,-112.33,2393,Millard,1146
SNTL,WA,gold axe camp ,Lower Toroda Creek (170200021204),2010-10-01,2023-05-07,48.95,-118.99,1634,Okanogan,1159
SNTL,WA,gold mountain ,Wilmont Creek (170200011703),2010-10-01,2023-05-07,48.19,-118.46,1338,Ferry,1256
SNTL,AZ,beaver spring ,Tsaile Creek-Tsaile Lake (140802040401),2009-10-01,2023-05-07,36.33,-109.06,2821,Apache,1143
SNTL,MT,blacktail mtn ,Ronan Creek (170102080302),2010-08-01,2023-05-07,47.98,-114.35,1722,Flathead,1144
SNTL,NM,palo ,Headwaters Rio Fernando del Taos (130201010601),2010-08-01,2023-05-07,36.41,-105.33,2848,Taos,1170
SNTL,NM,shuree ,Comanche Creek (130201010102),2010-08-01,2023-05-07,36.79,-105.24,3076,Taos,1169
SNTL,NM,taos powderhorn ,Headwaters Arroyo Hondo (130201010701),2010-08-01,2023-05-07,36.58,-105.46,3367,Taos,1168
SNTL,NV,porter canyon ,Porter Canyon-Porter Creek (160600020102),2009-10-01,2023-05-07,39.47,-117.62,2191,Lander,2170
SNTL,NV,toe jam ,Toe Jam Creek (160401060202),2009-10-01,2023-05-07,41.32,-116.34,2344,Elko,1136
SNTL,UT,blacks fork jct ,Lower Cottonwood Creek (140401070303),2010-09-01,2023-05-07,40.96,-110.58,2703,Summit,1162
SNTL,UT,burts miller ranch ,West Fork Bear River (160101010105),2009-10-01,2023-05-07,40.98,-110.85,2438,Summit,1135
SNTL,UT,garden city summit ,Garden City Canyon-Frontal Bear River (160102010106),2009-10-01,2023-05-07,41.92,-111.47,2348,Cache,1114
SNTL,UT,klondike narrows ,Hells Kitchen Canyon-Logan River (160102030302),2009-10-01,2023-05-07,41.97,-111.6,2210,Cache,1115
SNTL,UT,lakefork #3 ,Crystal Creek-Yellowstone River (140600030705),2009-10-01,2023-05-07,40.55,-110.35,2580,Duchesne,1116
SNTL,UT,spirit lk ,Horseshoe Canyon-Green River (140401060501),2009-10-01,2023-05-07,40.84,-110.01,3120,Daggett,1117
SNTL,UT,tony grove rs ,Tony Grove Creek (160102030304),2009-10-01,2023-05-07,41.89,-111.57,1930,Cache,1113
SNTL,WA,trinity ,Phelps Creek (170200110302),2010-08-01,2023-05-07,48.07,-120.85,893,Chelan,1171
SNTL,WY,castle creek ,Upper Wiggins Fork (100800010401),2010-08-01,2023-05-07,43.67,-109.38,2560,Fremont,1130
SNTL,WY,larsen creek ,Pool Creek-Sweetwater River (101800060101),2010-08-01,2023-05-07,42.58,-109.09,2743,Sublette,1134
SNTL,WY,little goose ,Sheep Creek-Tongue River (100901010105),2010-08-01,2023-05-07,44.54,-107.18,2704,Johnson,1131
SNTL,WY,soldier park ,North Clear Creek (100902060103),2010-08-01,2023-05-07,44.35,-107.01,2658,Johnson,1132
SNTL,AZ,baker butte smt ,Toms Creek (150602030103),2009-05-01,2023-05-07,34.46,-111.38,2363,Coconino,1140
SNTL,AZ,chalender ,Pitman Valley-Scholz Lake (150602020305),2009-05-01,2023-05-07,35.26,-112.06,2144,Coconino,1139
SNTL,CO,elliot ridge ,Deep Creek-Blue River (140100020602),2009-08-01,2023-05-07,39.86,-106.42,3215,Summit,1120
SNTL,CO,hourglass lake ,Beaver Creek (101900070101),2008-10-01,2023-05-07,40.58,-105.63,2870,Larimer,1122
SNTL,CO,long draw resv ,La Poudre Pass Creek (101900070203),2008-10-01,2023-05-07,40.51,-105.77,3050,Larimer,1123
SNTL,CO,moon pass ,California Gulch (130100040201),2008-10-01,2023-05-07,37.97,-106.56,3392,Saguache,1124
SNTL,CO,sargents mesa ,Middle Creek (130100040306),2008-10-01,2023-05-07,38.29,-106.37,3505,Saguache,1128
SNTL,CO,upper taylor ,Upper Taylor River (140200010101),2009-08-01,2023-05-07,38.99,-106.75,3267,Gunnison,1141
SNTL,ID,pierce r.s. ,Upper Orofino Creek (170603060401),2009-09-01,2023-05-07,46.5,-115.8,939,Clearwater,1142
SNTL,NM,navajo whiskey ck ,Whiskey Creek (Local Drainage) (140802040206),2009-05-01,2023-05-07,36.18,-108.95,2763,San Juan,1138
SNTL,NV,bristlecone trail ,Lee Canyon (150100150206),2008-10-01,2023-05-07,36.32,-115.7,2710,Clark,1111
SNTL,NV,lee canyon ,Lee Canyon (150100150206),2008-10-01,2023-05-07,36.31,-115.68,2629,Clark,1112
SNTL,NV,rainbow canyon ,Kyle Canyon (150100150301),2008-10-01,2023-05-07,36.25,-115.63,2396,Clark,1110
SNTL,WA,brown top ,Little Beaver Creek (171100050601),2009-09-01,2023-05-07,48.93,-121.2,1777,Whatcom,1080
SNTL,WA,indian rock ,Headwaters Little Klickitat River (170701060301),2008-10-01,2023-05-07,45.99,-120.81,1634,Klickitat,1129
SNTL,WY,blackhall mtn ,Billie Creek-Encampment River (101800020504),2009-08-01,2023-05-07,41.06,-106.71,2999,Carbon,1119
SNTL,WY,pocket creek ,Cottonwood Creek (140401020505),2009-09-01,2023-05-07,42.71,-109.41,2853,Sublette,1133
SNTL,AK,chisana ,Red Hill Creek-Chisana River (190803010305),2007-10-01,2023-05-07,62.07,-142.05,1012,Valdez-cordova,1093
SNTL,AZ,fort valley ,Upper Rio de Flag (150200150102),2008-06-01,2023-05-07,35.27,-111.74,2247,Coconino,1121
SNTL,AZ,mormon mtn summit ,Walnut Creek-Upper Lake Mary (150200150202),2008-06-01,2023-05-07,34.97,-111.51,2579,Coconino,1125
SNTL,AZ,nutrioso ,San Francisco River-Luna Lake (150400040301),2008-06-01,2023-05-07,33.9,-109.15,2612,Apache,1127
SNTL,MT,east boulder mine ,Upper East Boulder River (100700020701),2008-06-01,2023-05-07,45.5,-110.08,1931,Sweet Grass,1105
SNTL,MT,elk peak ,Alabaugh Creek (100402010203),2008-07-01,2023-05-07,46.48,-110.71,2316,Meagher,1106
SNTL,UT,jones corral ,East Fork Sevier River Outlet (160300020507),2007-10-01,2023-05-07,38.07,-112.17,2971,Garfield,1099
SNTL,UT,timberline ,Grassy Trail Reservoir-Grassy Trail Creek (140600070903),2007-10-01,2023-05-07,39.68,-110.43,2663,Carbon,1097
SNTL,UT,usu doc daniel ,Big Creek (160102010103),2007-10-01,2023-05-07,41.86,-111.51,2521,Rich,1098
SNTL,WA,buckinghorse ,Headwaters Elwha River (171100200501),2008-06-01,2023-05-07,47.71,-123.46,1484,Jefferson,1107
SNTL,WA,calamity ,Lower Canyon Creek (170800020603),2008-08-01,2023-05-07,45.9,-122.22,762,Skamania,1109
SNTL,WA,easy pass ,Indian Creek-Chilliwack River (171100010101),2008-09-01,2023-05-07,48.86,-121.44,1606,Whatcom,998
SNTL,AK,may creek ,Lower Young Creek (190201031603),2006-10-01,2023-05-07,61.35,-142.71,491,Valdez-cordova,1096
SNTL,AK,sugarloaf mtn ,Solomon Gulch (190202011101),2006-10-01,2023-05-07,61.08,-146.3,168,Valdez-cordova,1095
SNTL,CO,chapman tunnel ,Deeds Creek-Fryingpan River (140100040504),2007-09-01,2023-05-07,39.26,-106.63,3078,Pitkin,1101
SNTL,CO,hayden pass ,Piney Creek-San Luis Creek (130100030301),2007-08-01,2023-05-07,38.29,-105.85,3261,Saguache,1102
SNTL,CO,saint elmo ,Headwaters Chalk Creek (110200010501),2007-08-01,2023-05-07,38.7,-106.37,3185,Chaffee,1100
SNTL,OR,milk shakes ,Upper Mill Creek (170701020201),2007-05-01,2023-05-07,45.98,-117.95,1701,Wallowa,1079
SNTL,OR,swan lake mtn ,Grizzly Butte (180102040802),2006-10-01,2023-05-07,42.41,-121.68,2082,Klamath,1077
SNTL,WA,cayuse pass ,Headwaters White River (171100140301),2006-10-01,2023-05-07,46.87,-121.53,1597,Pierce,1085
SNTL,WA,lynn lake ,Howard Hansen Dam-Green River (171100130203),2007-08-01,2023-05-07,47.2,-121.78,1189,King,1069
SNTL,WA,pepper creek ,Little Creek-Lewis River (170800020111),2007-08-01,2023-05-07,46.1,-121.96,652,Skamania,1104
SNTL,AK,tokositna valley ,Upper Tokositna River (190205020903),2005-10-01,2023-05-07,62.63,-150.78,259,Matanuska-susitna,1089
SNTL,AK,upper nome creek ,Sumner Creek-Nome Creek (190804020304),2005-10-01,2023-05-07,65.37,-146.59,768,Yukon-koyukuk,1090
SNTL,ID,ragged mountain ,Rathdrum Creek (170103050302),2006-08-01,2023-05-07,47.86,-117.04,1283,Kootenai,1081
SNTL,NM,tres ritos ,Osha Canyon-Rio Pueblo (130201010903),2006-09-01,2023-05-07,36.13,-105.53,2669,Taos,1083
SNTL,OR,miller woods ,Baker Creek (170900080606),2006-09-01,2023-05-07,45.25,-123.28,128,Yamhill,1084
SNTL,OR,sun pass ,Egan Spring-Williamson River (180102010602),2006-06-01,2023-05-07,42.79,-121.98,1646,Klamath,1078
SNTL,WA,marten ridge ,Swift Creek (171100051004),2006-07-01,2023-05-07,48.76,-121.7,1073,Whatcom,999
SNTL,WA,sawmill ridge ,Lester Creek-Green River (171100130104),2006-07-01,2023-05-07,47.16,-121.42,1414,King,1068
SNTL,WY,grand targhee ,Spring Creek (170402040202),2006-08-01,2023-05-07,43.78,-110.93,2822,Teton,1082
SNTL,AK,anchorage hillside ,South Fork Campbell Creek (190204010601),2004-10-01,2023-05-07,61.11,-149.67,634,Anchorage,1070
SNTL,AK,esther island ,Esther Lake-Frontal Prince William Sound (190202011605),2004-10-01,2023-05-07,60.8,-148.09,15,Valdez-cordova,1071
SNTL,AK,kantishna ,Moose Creek (190803101805),2004-10-01,2023-05-07,63.54,-150.99,472,Denali,1072
SNTL,AK,mt. eyak ,Orca Inlet-Frontal Prince William Sound (190202010200),2004-10-01,2023-05-07,60.55,-145.75,428,Valdez-cordova,1073
SNTL,CA,carson pass ,Caples Creek (180201290101),2004-10-01,2023-05-07,38.69,-120,2548,Alpine,1067
SNTL,CO,bear river ,Yamcolo Reservoir-Bear River (140500010102),2004-10-01,2023-05-07,40.06,-107.01,2777,Routt,1061
SNTL,CO,sharkstooth ,Bear Creek (140300020206),2004-10-01,2023-05-07,37.5,-108.11,3276,Montezuma,1060
SNTL,UT,gardner peak ,Grass Valley Creek (150100080701),2004-10-01,2023-05-07,37.4,-113.46,2537,Washington,1066
SNTL,UT,gutz peak ,Pine Park Canyon (150100100101),2004-10-01,2023-05-07,37.5,-113.94,2061,Washington,1065
SNTL,UT,lightning ridge ,Left Fork South Fork Ogden River (160201020201),2004-10-01,2023-05-07,41.36,-111.49,2504,Weber,1056
SNTL,CA,burnside lake ,Hot Springs Creek (160502010107),2003-10-01,2023-05-07,38.72,-119.89,2478,Alpine,1051
SNTL,CA,forestdale creek ,Upper West Fork Carson River (160502010301),2003-10-01,2023-05-07,38.68,-119.96,2444,Alpine,1049
SNTL,CA,horse meadow ,Middle West Fork Carson River (160502010302),2003-10-01,2023-05-07,38.84,-119.89,2608,Alpine,1050
SNTL,CA,summit meadow ,Mill Creek (160503020203),2003-10-01,2023-05-07,38.4,-119.54,2839,Mono,1052
SNTL,CO,cochetopa pass ,Luders Creek (130100040203),2004-09-01,2023-05-07,38.16,-106.6,3067,Saguache,1059
SNTL,CO,glen cove ,Headwaters Fountain Creek (110200030201),2004-08-01,2023-05-07,38.88,-105.08,3472,Teller,1057
SNTL,CO,grayback ,East Fork Pinos Creek (130100020101),2004-09-01,2023-05-07,37.47,-106.54,3544,Rio Grande,1058
SNTL,ID,myrtle creek ,Myrtle Creek (170101040701),2003-10-01,2023-05-07,48.72,-116.46,1073,Boundary,1053
SNTL,OR,toketee airstrip ,Lower Fish Creek (171003010404),2003-10-01,2023-05-07,43.23,-122.43,988,Douglas,1044
SNTL,UT,farmington lower ,Farmington Creek-Frontal Farmington Bay (160201020502),2003-11-01,2023-05-07,40.99,-111.82,2066,Davis,1054
SNTL,WY,little snake river ,Little Snake River-Tennessee Creek (140500030103),2004-07-01,2023-05-07,41.07,-106.94,2721,Carbon,1047
SNTL,AK,kachemak creek ,Bradley Lake (190203011101),2003-09-01,2019-07-01,59.73,-150.66,506,Kenai Peninsula,1063
SNTL,AK,nenana ,Little Goldstream Creek (190803090803),2002-10-01,2023-05-07,64.69,-148.91,126,Yukon-koyukuk,2081
